c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1761634578387882	317.2634984736209	0.0003453329022628948	0.0003876279409800892	0.0002708331869787219	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761663139816479	317.2634984736209	0.0003490566892082539	0.0003956834652390376	0.0002959927605168465	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761671038835887	317.2634984736209	0.0003506177929167652	0.0004406921404946012	0.000273838655798807	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761715335835831	317.2634984736209	0.0003497393343194339	0.0004237571622345484	0.0003147427094173404	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761635583621539	317.2634984736209	0.0003439121960324515	0.0003756026190962328	0.0002661521119397027	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.176174831459767	317.2634984736209	0.0003208047929246977	0.0004009036933039382	0.0002317722475996439	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761697553300904	317.2634984736209	0.0003298877464522703	0.0003520118782200784	0.0002973952079442364	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761693612535278	317.2634984736209	0.0003239347059859571	0.0003834983337561321	0.0003113728273075557	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761668402476113	317.2634984736209	0.0003304328676293884	0.0003863824324828253	0.0002795856334526106	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761692980346628	317.2634984736209	0.0003241415293691998	0.000405926233032597	0.0002700549331164389	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761752524008262	317.2634984736209	0.0003206626912481368	0.0003755485182785752	0.0002455034309252527	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761730474545539	317.2634984736209	0.0003556308092493581	0.0004199238155479042	0.0003003788501537979	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761687587157278	317.2634984736209	0.0003546602834174095	0.0003820066257557056	0.0002801609246541568	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
0.1761788850813246	317.2634984736209	0.000369319825731141	0.0004251673233619813	0.000266012831303887	317.0829295200637	0.0006568749267070037	0.01165360077097879	6.544724060339588e-07	0.008477665658432105	0.17695047308712	323.1206373601127	323.1206373601127
