c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1854623405314826	318.8068213582263	0.0002942565021773926	0.0003567801581740235	0.0002201205346517684	318.4783374441639	0.0005576789680062793	0.01596147601337167	6.258189453047732e-07	0.007794602946001288	0.19	323.15	323.15
0.1851741184985821	318.6158340291551	0.0002806978681843389	0.0003559476629183139	0.0002479611309736617	318.4825850739041	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.007794602946001288	0.19	323.15	323.15
0.1843073476562543	318.5711077609194	0.0003278258657541196	0.0003802511246831932	0.000266831787120325	318.4640620395488	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.007794602946001288	0.19	323.15	323.15
0.1835884077376848	318.5362077176108	0.0003108876006400637	0.0003633140032975333	0.0002412736173536354	318.447858588393	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.007794602946001288	0.19	323.15	323.15
0.1832955638712808	318.5363327973164	0.0003150676594186039	0.0003939201530905141	0.0002673588043208529	318.4239514282998	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1829545958358504	318.4670975053915	0.000309497915060974	0.0003877443319849968	0.0002477778305716881	318.3538578792816	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1828254439056413	318.4555000473394	0.0003279621492846261	0.0004348396582364381	0.0002839487633833934	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1828624823843129	318.4555000473417	0.0003291370846363725	0.0004163398211052121	0.0002413453021949181	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865190607607643	318.4555000473417	0.0003236998535291913	0.0004320056296431538	0.000272715926902234	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865977049435301	318.4555000473417	0.0003328371188763337	0.0004148261900506203	0.0002773270575488095	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.186612768296549	318.4555000473417	0.0003591183048275815	0.0003900199994532779	0.0002877909609646894	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1864779453609034	318.4555000473417	0.0002962292393118057	0.0003526391226158077	0.0002755374257351906	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865345471146181	318.4555000473417	0.0003241217550666262	0.0003442393982921606	0.000299587066005206	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1864640197651863	318.4555000473417	0.000352241852018402	0.0004469729882830952	0.0003336609504199942	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1866224038798703	318.4555000473417	0.000366287790872789	0.0004103079724183098	0.0003496487923913533	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865789309968873	318.4555000473417	0.0003543655086038578	0.0003720614934417482	0.0003275859334691364	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865378696228262	318.4555000473417	0.0003421602096573598	0.0003940088160384098	0.000269395488385218	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865523156977072	318.4555000473417	0.000315141677342811	0.0003848631446137481	0.0002889316706261387	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.186590802963442	318.4555000473417	0.0003549428210799028	0.0004032330355393757	0.0003088478463653479	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1866413243347309	318.4555000473417	0.0004083022754918944	0.0004699845620478575	0.0003410231970996463	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
0.1865920902567042	318.4555000473417	0.0003502235174832033	0.0003946501329349352	0.0002946737548473137	318.3510945136053	0.0001726563968220837	0.01596147601337167	6.258189453047732e-07	0.002682187100243363	0.19	323.15	323.15
