c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in,predicted_cluster
-1.2374757765185953,-0.9559737786753416,0.0046482261383412,-0.0234708898313757,-0.0143361646096991,-0.9307347741368313,1.1142444199238146,-1.1851076973169965,-0.7778056011398489,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.2391632541592132,-0.9864132902645644,-0.0292757477754845,-0.0162793125049368,-0.021877907004801,-0.9625554499217672,1.1142444199238146,-1.1851076973169965,-0.7778056011398489,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.2432360765054082,-1.0050770018328274,-0.0332708408798445,-0.0303894172560784,-0.0210337570131939,-0.9824502976178912,1.1142444199238146,-1.1851076973169965,-0.7778056011398489,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.2598749048118405,-1.0152041126398683,-0.0285267875544512,-0.0299363189531871,-0.0293322801627179,-0.993447378233695,1.1142444199238146,-1.1851076973169965,-0.7778056011398489,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.4301362905713666,-1.0262505457847602,-0.0069227857016694,0.0231540991920604,-0.0130392845139955,-1.0042775442871077,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.1197486978698286,-0.9939696402553556,-0.0243520998318282,-0.026955590072442,-0.0348259630224806,-0.9907549830414872,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.976864298253078,-0.8958208425592166,-0.0161888725948556,-0.0119428798910356,-0.0216914756847127,-0.982349178883254,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0021070095242637,-0.9444732947116744,-0.0394036811562179,-0.0534227904275904,-0.0367041192562102,-0.969796937215357,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0082349775090091,-0.9447425141576348,-0.0267795238530496,-0.0292089959545057,-0.0347774099699633,-0.9671689745169796,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0134910779316824,-0.949687882384788,-0.0234600224143094,-0.0330828981143625,-0.0538309848956372,-0.9715025641696902,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0144039423551463,-0.9552425708868918,-0.0238130086189677,-0.0217431271583456,-0.0217102923992033,-0.9770154809383148,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.659319190686831,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.019435439256678,-0.9603148656466672,-0.03290742351885,-0.0554681496986668,-0.0338726052189872,-0.9821217232643168,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0270827347073792,-0.964788437711144,-0.0130623740280908,-0.0143040633022268,-0.0068573256864119,-0.9866315938327584,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.02442469207062,-0.968757168806602,-0.0352244837245838,-0.0392938910881911,-0.0450830577719371,-0.9905928144722456,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9594441378349686,-0.9724134848659658,-0.0324675372667487,-0.0050775232765696,-0.0198081717831518,-0.9941358792473156,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9557941934015984,-0.9759498443878608,-0.0228400909540249,-0.0379187037614691,-0.023975961312986,-0.9975109722291106,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9540255868414824,-0.9793593472533164,-0.0193090424422254,0.0117077424727477,-0.0240278471645769,-1.0008576247449914,1.1142444199238146,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9629065981878988,-0.9824014296379971,-0.0261104744942444,-0.0004217109687802,-0.0398712845825131,-1.003707840761429,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.8908178316904609,-0.9170536740471515,-0.0302435327467038,-5.892771563341264e-05,-0.0341861637816001,-1.0148589327351734,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9398181343315156,-0.9938720327084778,-0.0070475870283702,-0.0446041185865341,-0.0485495731875112,-1.0110992547469833,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9526529295514812,-1.0049561223421064,-0.0097123054250231,0.0037704438156756,-0.0315034708381431,-1.0006185862248729,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9527688188099802,-0.9986944554804652,-0.0283841015131485,0.0046635528176813,-0.0282859280876037,-0.9944710592656144,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.948681770257702,-0.9929217215465406,-0.0213391878231062,0.0044350786406711,-0.0204518816977326,-0.9886558572537092,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.936750437539179,-0.988163260474194,-0.0173795930908581,-0.039659597434034,-0.0108147290403662,-0.9837566202092528,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9426162384620836,-0.9845313442521568,-0.009586812406424,-0.0233866971509072,-0.0317978434849157,-0.980022202220638,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9387028198344934,-0.9817032413907596,-0.0127636880507954,-0.0293633962723575,-0.0287996907451368,-0.97718547870497,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9421258361747183,-0.9792228404360196,-0.0119441082332378,-0.0305427559984009,-0.0240542894265915,-0.974800762611474,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.933678001918204,-0.9766878428200751,-0.0471656148358964,-0.0444595184282511,-0.0471035682408123,-0.9724682287759788,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9337251779239376,-0.9737947490995448,-0.0254143540315971,-0.0486574238983465,-0.0486540941565176,-0.9698067767747348,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9300531714434304,-0.9705735710986196,-0.0281485899708455,-0.0099660353947002,-0.0366589938029451,-0.9667175639435605,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.92596004269608,-0.9674512932272836,-0.0513398093423734,-0.0515002344567347,-0.0539906166475027,-0.9635664002558042,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9259458894392238,-0.9649403119401178,-0.035018489967938,-0.0320277788923582,-0.0269501307131133,-0.9609147474501786,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9297645386471066,-0.9632836568403376,-0.0170989782516553,-0.0047861198084738,-0.0191374047689049,-0.959098516148062,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9237839017292386,-0.962386362961258,-0.0545929010954639,-0.0587773860946027,-0.0430143139772967,-0.9580836438492746,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.92918460841295,-0.961986801171709,-0.0086741368412325,-0.0203874059019183,-0.0156821894687118,-0.9576193931580056,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.935491553004394,-0.961840955469218,-0.017232422269298,-0.0298722610781437,-0.0243858437788819,-0.9574457192905006,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9323960111808116,-0.961797827801263,-0.0293891982805054,0.0253241700887921,-0.0317700477967624,-0.9573931049538136,1.5200372866535716,-1.1851076973169965,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9285989270395276,-0.9617877864199716,-0.027649394247451,-0.0198813914599186,-0.0360865929008069,-0.9642805059306768,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-0.9467395339052064,-1.0234325983131107,-0.010906138867624,-0.0184351715348902,-0.0305123497237658,-1.029041603628634,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.0042727096397983,-1.0858032006178244,-0.0268531065028236,-0.0127196216687414,-0.024888070584511,-1.089346220241932,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.066540188366431,-1.1458491435453697,-0.0194333120326548,0.0025029834553437,-0.014859273550178,-1.1469410336222885,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.1246912707495291,-1.2045361258605316,-0.009997683398708,-0.0328934107936835,-0.0128823400234062,-1.2030600227662538,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.188045390707348,-1.262143470069056,-0.004922981208071,-0.0192695411504515,-0.0414113687647511,-1.2581081931625586,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.255614805467029,-1.3186972268867168,-0.0283830391697831,-0.0023975226032215,-0.0303819688272222,-1.3121235681354664,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.3103054440301392,-1.3742308712393587,-0.043199682163816,-0.013285778795042,-0.027377527551561,-1.3651396756638623,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.3748346939844882,-1.4287969869894273,-0.0066975427842808,-0.0243074116588348,-0.0056577120222426,-1.4172341891072864,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
-1.4206026583831115,-1.4824052926603843,-0.005503223232564,-0.0260303963117851,-0.0061460721513926,-1.468451418869171,1.5200372866535716,-1.5541902672136534,0.4158350585344698,1.2190174937375344,-0.9890707100936834,-0.9890707100923614,-0.9890707100923614,0
