c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1767007138905116	315.3151253430922	200.00836354759318	199.99096731132533	200.00097091294435	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767058081805097	315.3151253430922	199.99975935958898	200.00826747398898	199.93603568667373	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767140191818555	315.3151253430922	199.9961905290109	199.9625052017369	199.9946043058915	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767130853260829	315.3151253430922	200.01065433956958	199.97601376974544	199.99751118994467	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767074767215363	315.3151253430922	199.97642342765835	200.02864892271253	199.9978023192805	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767044207449567	315.3151253430922	199.91791284561046	199.99888540203398	199.97812983132624	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767229043554268	315.3151253430922	199.9887104970087	200.00752240315302	199.9788225626889	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1767048740295449	315.3151253430922	200.04864267912583	199.97321190158982	200.0171343171938	314.847838257643	0.0003896942783039064	0.008211099631284656	7.670592421595613e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766654154285718	315.0434349846338	200.02863991637892	199.9748270457106	199.96963920118506	314.8541798153917	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766334417085564	315.0637978927866	199.96324086694466	200.01479826049695	199.99670464134613	314.844544530592	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765933482241915	315.0029103879622	199.9851806859579	199.9902126792262	199.99416934881313	314.8290946514009	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766181192423127	315.2258994483495	200.01108855986251	199.99607060814208	199.97360802115858	314.8080151987891	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765829581486495	315.0706548314877	200.01866208354062	200.0415322556866	199.95417264284808	314.7975392855483	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.176592382353432	315.0887857416546	200.0305643809144	200.0122167738086	199.94686453299377	314.8148946835517	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766055179229281	315.1125164115054	199.99081630761515	199.9970754226682	200.00526387899086	314.8386489224383	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766075126700614	315.1268429835207	200.0014906828003	199.98434074193122	199.99395266190564	314.8538260630438	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766060753999951	315.1307901597767	199.98298293397383	200.00918857162463	199.99342970346044	314.8581532953726	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766201512797066	315.1313260822902	200.00044239537482	199.9679562051591	200.02257778155493	314.8587490932625	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766098290458581	315.1313656325031	199.99116814685215	199.98997250639167	199.9867509769402	314.8587930438459	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765938004992788	315.1313673748732	199.98956511439775	200.01514856405493	200.01598062806943	314.858794962879	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766148059842657	315.1313674240768	200.0399399773164	199.98375576344424	200.05629075709456	314.8587950163168	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765991714034059	315.1313674250121	200.00498464602077	199.98973842090103	199.9865331722032	314.8587950173148	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766047121504865	315.1313674250244	200.03300895064882	199.97835983612688	199.94230025994597	314.8587950173276	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765921398633225	315.1313674250245	200.0002894372215	199.96494781015352	199.96996704693044	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766034993016689	315.1313674250245	199.95461020820852	199.97839285555185	199.98562028022084	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766010686833124	315.1313674250245	199.99671544888193	199.9886567902998	199.97067978938455	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766151705187153	315.1313674250245	199.9873118634277	199.97377127020573	200.06476658789532	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765943590343409	315.1313674250245	199.96689689651495	199.94455122904517	200.01558088721418	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765845670349742	315.1313674250245	200.04747717604005	200.02996622404396	200.00021019734345	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766118958967473	315.1313674250245	199.9524789085223	199.9575425081117	200.00309218446873	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1766149679060584	315.1313674250245	199.99833088115145	199.95994684122567	200.00198376499844	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
0.1765885609892362	315.1313674250245	200.01407240469993	199.96120538265643	199.94861058662337	314.8587950173277	0.0003896942783039064	0.008211099631284656	4.420015110855324e-07	0.001081536105937119	0.17695047308712	323.1206373601127	323.1206373601127
